0	133	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	0	125	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0
0	125	0	118	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	118	0	341	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	341	0	0	0	302	0	0	0	0	121	0	0	0	0	0	0	0
62	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0
0	152	230	0	0	148	0	206	110	111	0	0	0	0	0	0	0	0	0	0
0	0	0	217	302	0	206	0	0	0	82	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	110	0	0	91	0	0	0	241	0	0	0	0	0	0
0	0	0	0	0	0	111	0	91	0	115	170	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	82	0	115	0	141	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	170	141	0	137	0	0	238	184	0	0	0
0	0	0	0	121	0	0	0	0	0	0	137	0	0	0	0	117	0	0	0
0	0	0	0	0	0	0	0	241	0	0	0	0	0	159	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	130	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	238	0	0	130	0	354	225	0	0
0	0	0	0	0	0	0	0	0	0	0	184	117	0	0	354	0	218	0	224
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	218	0	128	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	135
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	135	0
